station,state,latitude,longitude,elevation,date,TMIN,TMAX,AWND,WDF5,SNOW,SNWD,PRCP
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170528,57.92,89.96,9.395148,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170601,57.02,87.08,10.513618,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170613,48.92,84.02,10.289924,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170614,53.06,91.94,8.94776,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170711,64.04,102.92,5.816044,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170730,62.96,104,8.94776,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170804,75.02,98.96,8.276678,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170817,64.04,96.98,7.605596,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170820,68,98.96,7.605596,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170823,68,100.04,8.724066,360,0,0,0
LEMOORE REEVES NAS,CA,36.3333,-119.95,70.7,20170901,71.96,109.94,5.59235,360,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170129,59,75.02,20.579848,360,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170302,48.02,80.06,11.855782,360,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170414,53.06,73.04,10.513618,360,0,0,0
VAN NUYS AP,CA,34.2097,-118.4892,234.7,20170419,57.02,80.06,4.921268,360,0,0,0
BURBANK GLENDALE PASADENA AP,CA,34.2006,-118.3575,225.9,20170330,55.04,75.02,10.289924,360,0,0,0
BURBANK GLENDALE PASADENA AP,CA,34.2006,-118.3575,225.9,20170425,60.08,75.92,13.42164,360,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170118,37.04,55.04,5.144962,360,0,0,0.09055123
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170301,35.96,64.04,3.35541,360,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170320,53.96,75.02,7.82929,360,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170324,42.98,75.92,5.816044,360,0,0,0.01968505
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170407,60.08,82.04,9.618842,360,0,0,0.01968505
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170408,44.06,68,10.737312,360,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170412,51.98,82.94,8.94776,360,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,20170517,57.02,75.02,8.052984,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170106,18.14,41,4.250186,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170113,33.08,46.94,4.921268,360,0.9842525,1.181103,0.09842525
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170129,23.18,53.06,6.263432,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170211,37.94,51.08,6.487126,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170301,21.2,60.08,5.144962,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170325,37.04,68,8.276678,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170328,39.92,68,14.54011,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170401,33.98,75.02,10.289924,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170403,33.98,69.08,15.434886,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170408,35.96,57.02,12.974252,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170411,33.98,71.06,5.59235,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170423,39.02,78.08,10.737312,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170425,48.02,75.92,16.329662,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170426,44.96,80.96,10.737312,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170501,51.08,84.92,16.105968,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170522,48.92,91.04,4.921268,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170608,53.96,87.08,9.842536,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170617,62.06,104,5.816044,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170627,48.92,100.04,6.487126,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170711,59,100.04,6.71082,360,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,20170806,59,93.02,7.605596,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170127,44.06,57.92,20.579848,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170213,57.02,78.08,9.395148,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170224,42.98,62.96,4.921268,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170329,62.06,87.08,9.618842,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170401,51.08,82.04,6.934514,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170421,68,91.94,13.42164,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170522,71.06,107.96,4.921268,360,0,0,0
BLYTHE AP,CA,33.6186,-114.7142,120.4,20170612,66.02,89.06,7.82929,360,0,0,0
BARSTOW DAGGETT AP,CA,34.8536,-116.7858,584.3,20170328,46.04,73.04,9.618842,360,0,0,0
LOS ANGELES INTL AP,CA,33.9381,-118.3889,29.6,20170427,55.94,75.92,11.408394,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170106,44.06,60.98,16.553356,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170107,41,55.04,3.35541,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170115,48.92,66.92,8.276678,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170223,46.94,64.04,8.500372,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170725,84.02,95,9.171454,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170902,87.98,109.04,9.395148,360,0,0,0
NEEDLES AP,CA,34.7675,-114.6189,271.3,20170909,73.94,86,5.816044,360,0,0,0.05118113
SANDBERG,CA,34.7436,-118.7242,1374.6,20170424,42.98,60.08,27.066974,360,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170513,37.94,57.92,20.13246,360,0,0,0
SANDBERG,CA,34.7436,-118.7242,1374.6,20170604,66.02,84.92,14.316416,360,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,20170114,53.06,64.04,4.47388,360,0,0,0
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,20170116,35.06,51.08,1.11847,360,0,0,0
SANTA ROSA SONOMA CO AP,CA,38.5039,-122.8103,34.7,20170331,44.06,73.94,10.513618,360,0,0,0
OAKLAND METRO INTL AP,CA,37.7214,-122.2208,1.8,20170331,53.06,75.92,10.513618,360,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170113,35.96,57.02,4.697574,360,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,20170401,44.96,78.08,4.250186,360,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,20170313,42.98,80.06,2.684328,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170114,35.06,57.92,2.908022,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170311,50,69.08,5.368656,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170317,46.04,77,2.908022,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170403,48.92,71.06,6.263432,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170418,51.08,68,4.47388,360,0,0,0.01181103
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170425,51.98,66.92,7.605596,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170602,53.96,78.08,8.052984,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170603,55.94,71.96,8.94776,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170604,53.96,73.94,7.82929,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170605,50,77,7.82929,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170614,53.96,78.98,8.052984,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170627,59,71.06,8.724066,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170701,55.04,71.06,8.052984,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170720,57.92,73.94,7.605596,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170721,55.94,77,7.605596,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170724,59,78.98,7.605596,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170815,60.08,75.02,8.052984,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170821,64.04,75.92,7.82929,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170824,59,71.96,6.039738,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170901,66.92,105.98,3.35541,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170904,69.98,84.92,4.697574,360,0,0,0
MOFFETT FEDERAL AIRFIELD,CA,37.4058,-122.0481,11.9,20170914,62.06,78.08,5.144962,360,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170328,44.06,75.02,7.158208,360,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170331,48.92,73.94,12.30317,360,0,0,0
CONCORD BUCHANAN FLD,CA,37.9917,-122.055,5.5,20170428,48.02,77,7.381902,360,0,0,0
MERCED MUNI AP,CA,37.2847,-120.5128,46.3,20170224,31.1,55.94,1.789552,360,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170115,33.98,48.02,2.013246,360,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170701,59,89.96,8.276678,360,0,0,0
MODESTO CITY CO AP,CA,37.6242,-120.9506,22.3,20170705,64.04,95,9.618842,360,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170415,42.98,69.98,5.368656,360,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170618,55.94,77,3.131716,360,0,0,0
MONTEREY PENINSUL AP,CA,36.5881,-121.8453,50.3,20170910,57.02,78.98,2.908022,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170115,35.06,55.94,1.11847,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170131,33.08,59,0,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170401,39.92,84.02,3.131716,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170528,50,89.96,3.131716,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170602,48.92,87.08,3.802798,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170603,53.96,89.06,3.802798,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170604,51.98,82.94,6.71082,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170613,46.04,80.96,4.250186,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170626,57.02,82.04,5.816044,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170718,53.06,91.04,4.026492,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170719,53.06,89.96,5.368656,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170720,53.96,91.94,6.487126,360,0,0,0
UKIAH MUNI AP,CA,39.1258,-123.2008,183.2,20170812,55.94,98.06,3.802798,360,0,0,0
WATSONVILLE MUNI AP,CA,36.9358,-121.7886,48.8,20170331,44.96,73.04,5.368656,360,0,0,0
WATSONVILLE MUNI AP,CA,36.9358,-121.7886,48.8,20170420,48.92,71.96,4.47388,360,0,0,0
LIVERMORE MUNI AP,CA,37.6928,-121.8144,119.8,20170331,51.98,69.98,13.197946,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170103,39.02,42.98,4.921268,360,0,0,1.29133928
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170116,33.98,53.96,3.35541,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170129,35.06,53.06,2.23694,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170210,42.98,51.98,5.368656,360,0,0,0.40944904
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170211,35.96,51.98,4.921268,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170217,42.98,48.92,4.697574,360,0,0,0.70078778
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170225,37.94,51.98,6.71082,360,0,0,0.14173236
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170301,33.08,53.06,4.697574,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170302,39.92,51.98,4.921268,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170327,44.96,55.94,6.039738,360,0,0,0.18110246
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170330,48.02,55.04,12.974252,360,0,0,0.07086618
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170403,41,55.04,5.144962,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170428,42.08,55.94,7.158208,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170430,44.06,59,5.144962,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170503,53.06,59,2.684328,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170504,51.08,59,3.131716,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170505,48.92,55.04,10.737312,360,0,0,0.14960638
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170506,48.92,55.04,18.566602,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170507,46.94,55.04,14.092722,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170514,42.08,57.92,7.82929,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170520,51.98,57.92,4.921268,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170604,48.92,60.08,8.276678,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170614,48.92,62.06,5.144962,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170621,51.98,64.04,5.816044,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170709,53.96,62.06,4.026492,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170714,53.06,60.08,4.921268,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170719,50,66.02,4.921268,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170720,53.96,66.92,6.263432,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170726,53.96,60.98,3.802798,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170727,53.96,62.06,4.47388,360,0,0,0
EUREKA WFO WOODLEY ISLAND,CA,40.8097,-124.1603,6.1,20170728,53.96,60.98,3.802798,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170105,7.16,24.26,3.579104,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170414,25.16,48.92,1.11847,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170519,39.92,80.96,2.460634,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170630,51.08,93.02,2.23694,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170715,53.96,91.94,2.908022,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170728,53.96,93.92,1.789552,360,0,0,0
MT SHASTA,CA,41.3325,-122.3328,1077.5,20170917,41,77,0.447388,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170106,26.24,46.94,5.59235,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170112,39.92,51.98,7.381902,360,0,0,0.16141741
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170124,37.94,55.94,7.158208,360,0,0,0.0393701
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170127,35.06,62.06,8.052984,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170211,44.06,62.96,12.079476,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170212,42.08,69.98,7.82929,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170329,51.08,69.98,4.921268,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170415,39.02,68,5.59235,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170514,48.02,75.02,6.71082,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170517,44.06,78.08,9.171454,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170611,53.06,71.06,10.513618,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170618,80.06,111.02,11.408394,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170831,66.02,105.98,7.605596,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170902,69.98,114.08,5.144962,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170903,73.94,109.94,6.487126,360,0,0,0
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,20170910,66.92,105.98,7.158208,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170107,33.08,41,2.013246,360,2.9921276,0,0.98031549
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170114,37.94,59,7.158208,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170117,37.04,48.92,2.23694,360,0,0,0.03149608
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170129,31.1,66.02,0.671082,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170309,46.04,71.06,2.684328,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170421,48.02,82.04,5.368656,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170430,46.94,86,4.250186,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170507,57.02,80.96,14.763804,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170508,60.08,89.96,10.513618,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170521,68,96.98,7.158208,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170528,59,95,2.908022,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170611,53.06,71.96,9.171454,360,0,0,0.01968505
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170615,60.08,93.92,3.802798,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170620,78.98,111.02,5.816044,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170623,80.06,109.94,8.500372,360,0,0,0
REDDING MUNI AP,CA,40.5175,-122.2986,151.5,20170910,66.02,105.98,5.368656,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170103,24.26,31.1,9.618842,360,0,0,0.05118113
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170131,28.22,48.02,1.789552,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170211,23.18,48.92,3.131716,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170308,33.08,57.92,3.802798,360,0,0,0.01968505
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170316,35.06,62.96,4.921268,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170330,31.1,50,11.632088,360,0,0,0.05118113
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170502,46.94,75.02,6.71082,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170524,46.94,78.98,14.763804,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170605,39.02,82.94,4.697574,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170611,41,50,6.934514,360,0,0,0.16141741
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170624,55.04,100.94,4.47388,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170710,55.04,93.92,8.052984,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170715,59,93.92,7.605596,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170721,55.94,91.94,8.276678,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170730,57.02,100.04,6.71082,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170802,62.06,107.06,4.47388,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170809,55.94,95,5.144962,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170814,57.92,87.98,7.158208,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170816,50,93.02,6.039738,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170817,53.06,96.08,5.816044,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170818,51.98,95,6.039738,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170822,55.94,93.02,5.59235,360,0,0,0
MONTAGUE SISKIYOU CO AP,CA,41.7806,-122.4717,803.1,20170906,64.94,91.04,8.500372,360,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170604,44.06,60.08,8.724066,360,0,0,0
ARCATA EUREKA AP,CA,40.9781,-124.1086,61,20170811,57.02,66.92,6.263432,360,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170612,48.92,60.08,9.618842,360,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170820,51.98,60.98,10.737312,360,0,0,0
CRESCENT CITY MCNAMARA AP,CA,41.7803,-124.2367,17.1,20170831,53.06,66.02,4.921268,360,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170311,39.92,80.06,2.908022,360,0,0,0
